Index,Tipo,Quantita,Rumore,Neuroni,Matrice,Epoche,Output,FID_Totale,FID_Relativo,Precisione,Richiamo,Densita,Copertura,Batch
246,random20,,False,21,greg,3000,64,1.5956146796639912,-100.0,0.546875,0.0,0.55,0.015,20.0
247,random20,,False,5,greg,3000,64,11.351698701488344,-100.0,0.28125,0.0,0.1375,0.015,20.0
248,random20,,False,9,greg,3000,64,4.11165104167913,-100.0,0.484375,0.0,0.215625,0.02,20.0
249,random20,,False,13,greg,3000,64,2.337216086394391,-100.0,0.4375,0.0,0.134375,0.015,20.0
250,random20,,False,17,greg,3000,64,1.8285649908623909,-100.0,0.296875,0.0,0.06875,0.01,20.0
251,random20,,False,21,greg,3000,64,1.6727453098403335,-100.0,0.078125,0.0,0.015625,0.005,20.0
252,random20,,False,5,greg,3000,64,11.795907398322203,-100.0,0.515625,0.0,0.375,0.02,20.0
253,random20,,False,9,greg,3000,64,5.550086923002726,-100.0,0.609375,0.0,0.5375,0.0225,20.0
254,random20,,False,13,greg,3000,64,3.1756716025872342,-100.0,0.8125,0.0,0.759375,0.02,20.0
255,random20,,False,17,greg,3000,64,2.479034619584389,-100.0,0.8125,0.0,0.75,0.0175,20.0
256,random20,,False,21,greg,3000,64,1.9826330921453827,-100.0,0.9375,0.0,0.6781250000000001,0.02,20.0
257,random20,,False,5,greg,3000,64,10.101977196336382,-100.0,0.546875,0.0,0.378125,0.02,20.0
258,random20,,False,9,greg,3000,64,3.7628191931873634,-100.0,0.6875,0.0,0.58125,0.0225,20.0
259,random20,,False,13,greg,3000,64,2.430563902180597,-100.0,0.78125,0.0,0.58125,0.0175,20.0
260,random20,,False,17,greg,3000,64,1.9122592232204505,-100.0,0.796875,0.0,0.578125,0.0175,20.0
261,random20,,False,21,greg,3000,64,1.7299254544651743,-100.0,0.75,0.0,0.5,0.0125,20.0
